"id","author_id","work_title","work_type","venue_name","publication_date","citation_count","authors","source","source_url","import_time"
"work_a324c6a6355e810a2583a225","person_0133c276e6838313d8d0d7ab","Analysis of conflict reduction strategies in Iran; case study: Kharvana district, East Azerbaijan province","article","DOAJ (DOAJ: Directory of Open Access Journals)","2021-05-01",0,"[""Naser-e-Asr Behnam"", ""Nader Habibzadeh""]","openalex","https://openalex.org/W3135530288","2026-06-15 16:02:23"
"work_70ea89b10fb854f15184d478","person_0504e8b2b646926f4be26f9f","Cloning, expression, and characterization of the zebrafish Dicer and Drosha enzymes","journal-article","Biochemical and Biophysical Research Communications","2019-06",5,"[""Peng Li"", ""Qiuhuan Tian"", ""Min Hu"", ""Wenjing Li"", ""Xiaoxiao Zhang"", ""Yan Zeng""]","openalex+crossref","https://openalex.org/W2941024502","2026-06-15 16:03:00"
"work_2b74f83dc413f4b65e66ff80","person_0504e8b2b646926f4be26f9f","Conservation of Differential Animal MicroRNA Processing by Drosha and Dicer","journal-article","Frontiers in Molecular Biosciences","2022-01-03",12,"[""Xiaoxiao Zhang"", ""Fanming Yang"", ""Fanzou Liu"", ""Qiuhuan Tian"", ""Min Hu"", ""Peng Li"", ""Yan Zeng""]","openalex+crossref","https://openalex.org/W4205792969","2026-06-15 16:02:59"
"work_904a7b4913ce2eac2ceb6c9e","person_0e6a50d2dd2d07e9756c01a8","ESTUDIO GENÉTICO POBLACIONAL DE DOS POBLACIONES AFROCOLOMBIANAS DE CHOCÓ Y CAUCA Y UNA POBLACION ""BLANCA"" DE CÓRDOBA MEDIANTE EL USO DE RETROTRANSPOSONES DE LA FAMILIA HUMANA TA (LINE-1)","article","","2003-01-01",1,"[""Lizarralde Olave"", ""Myriam Johanna""]","openalex","https://openalex.org/W2166632011","2026-06-15 16:09:36"
"work_f2125f5e746b91fff2897b0d","person_0e6a50d2dd2d07e9756c01a8","DESARROLLO DE UN PLAN DE NEGOCIOS PARA LA COMERCIALIZACIÓN DE BUFANDAS TEJIDAS A MANO A TRAVÉS DE TIENDAS DEPARTAMENTALES EN QUITO – ECUADOR.","dissertation","","2014-06-01",0,"[""Lara Tarilonte Terán"", ""Myriam Johanna""]","openalex","https://openalex.org/W2336900038","2026-06-15 16:09:36"
"work_ad0ff2e507c8042136094c88","person_0e6a50d2dd2d07e9756c01a8","Diseño arquitectónico de la plaza – museo ciudad bicentenario en Pomasqui, Quito","article","","2014-09-11",0,"[""Hinojosa Barahona"", ""Myriam Johanna""]","openalex","https://openalex.org/W1419704560","2026-06-15 16:09:36"
"work_981ab784458c0440821e23c5","person_19152c0ae6514ae662021d20","Drag coefficient and terminal velocity of spherical and nonspherical particles","journal-article","Powder Technology","1989-05",2062,"[""Ali Shahbaz Haider"", ""Octave Levenspiel""]","openalex+crossref","https://openalex.org/W1974959902","2026-06-15 16:03:27"
"work_4e0db495f728e944477e0e8e","person_19152c0ae6514ae662021d20","Full-Bit Functional, High-Density 8 Mbit One Transistor–One Capacitor Ferroelectric Random Access Memory Embedded within a Low-Power 130 nm Logic Process","journal-article","Japanese Journal of Applied Physics","2007-04-01",12,"[""Krishna Udayakumar"", ""T. S. Moise"", ""Scott R. Summerfelt"", ""K. Boku"", ""K. Remack"", ""J. Gertas"", ""Ali Shahbaz Haider"", ""Yaw S. Obeng"", ""J.S. Martin"", ""J. Antonio Travieso-Rodríguez"", ""G. Shinn"", ""Andrew J. McKerrow"", ""J. Eliason"", ""R. Bailey"", ""Glen R. Fox""]","openalex+crossref","https://openalex.org/W2074136998","2026-06-15 16:03:40"
"work_6057810e4d2ed21a410378ab","person_19152c0ae6514ae662021d20","Full-Bit Functional, High-Density 8Mb 1T-1C FRAM Embedded Within a Low-Power 130nm Logic Process","proceedings-article","Extended Abstracts of the 2006 International Conference on Solid State Devices and Materials","2007-09-18",0,"[""Krishna Udayakumar"", ""T. S. Moise"", ""Scott R. Summerfelt"", ""F. G. Celii"", ""G. Shinn"", ""K. Boku"", ""K. Remack"", ""Ali Shahbaz Haider"", ""David L. Anderson"", ""J. Gertas"", ""Yaw S. Obeng"", ""G. Albrecht"", ""J.S. Martin"", ""J. Rodriguez"", ""B. Khan"", ""S. Aggarwal"", ""N. Schauer"", ""H. McAdams"", ""Siddharth Madan"", ""Andrew J. McKerrow"", ""J. Eliason"", ""J. Groat"", ""R. Bailey"", ""Glen R. Fox"", ""E. Jabillo"", ""James N. Walbert""]","openalex+crossref","https://openalex.org/W2410442752","2026-06-15 16:03:44"
"work_b3a78f7ef39a014fdda5460a","person_19152c0ae6514ae662021d20","Structural Design and Non-linear Modeling of a Highly Stable Multi-Rotor Hovercraft","article","Control theory and informatics","2012-01-01",8,"[""Ali Shahbaz Haider"", ""Muhammad Sajjad""]","openalex","https://openalex.org/W1585909454","2026-06-15 16:03:36"
"work_47323938da9372bfee2d21c6","person_19152c0ae6514ae662021d20","Numerical Simulation of Two-Dimensional Dendritic Growth Using Phase-Field Model","journal-article","World Journal of Mechanics","2014",19,"[""Abdullah Shah"", ""Ali Shahbaz Haider"", ""Said Karim Shah""]","openalex+crossref","https://openalex.org/W1969045824","2026-06-15 16:03:28"
"work_0b7b3b28bbb5590eebf6ccf5","person_19152c0ae6514ae662021d20","Part II: Hybrid Controller Design: Partial Pole Assignment & Rapid Control Prototyping","article","","2015-01-01",0,"[""Ali Shahbaz Haider"", ""Muhammad Bilal"", ""Samter Ahmed"", ""Saqib Raza"", ""Imran Ahmed""]","openalex","https://openalex.org/W2341001513","2026-06-15 16:03:42"
"work_84dd871f7477f60e34fbb844","person_19152c0ae6514ae662021d20","Modeling of parasitic effects in multi-rotor hybrid aircrafts (Part-II)","journal-article","International Journal of ADVANCED AND APPLIED SCIENCES","2016-09",0,"[""Ali Shahbaz Haider"", ""Ahsan Fayyaz"", ""Fatima Ayoub"", ""Samman Jabbar"", ""Asfandyar Ghani""]","openalex+crossref","https://openalex.org/W4238565560","2026-06-15 16:03:45"
"work_19d8d1a3cc0bcc02397db040","person_19152c0ae6514ae662021d20","Electric Hot Water Heater Primary Frequency Control","proceedings-article","2018 IEEE Energy Conversion Congress and Exposition (ECCE)","2018-09",4,"[""Ali Shahbaz Haider"", ""Will Stark"", ""Ted Brekken""]","openalex+crossref","https://openalex.org/W2904053460","2026-06-15 16:03:38"
"work_fcb2833845455767bf8124f5","person_19152c0ae6514ae662021d20","A Deep Review of Fly Wheel Energy Storage System Made from Aluminium Material","journal-article","IOP Conference Series: Earth and Environmental Science","2019-06-01",0,"[""Atif Saeed"", ""Muhammad Talha"", ""Mutafa Jaffer"", ""Hayyan Yousuf Khan"", ""Ali Shahbaz Haider"", ""Wajahat Ali""]","openalex+crossref","https://openalex.org/W2955802533","2026-06-15 16:03:45"
"work_a46c1f6ff8ef60edceeacfd1","person_19152c0ae6514ae662021d20","Table of Contents","proceedings-article","2020 36th Semiconductor Thermal Measurement, Modeling &amp; Management Symposium (SEMI-THERM)","2020-03",0,"[""Baveer Ozceylan"", ""Boudewijn R. Haverkort"", ""Maurits De Graff"", ""Marco E. T. Gerards"", ""Timothy Shedd"", ""Vahideh Radmard"", ""Yaser Hadad"", ""Arad Azizi"", ""Srikanth Rangarajan"", ""Chuong D. Hoang"", ""Charles Arvin"", ""Kamal Sikka"", ""Scott N. Schiffres"", ""Bahgat Sammakia"", ""Thomas Menrath"", ""Andreas Roßkopf"", ""Sougata Hazra"", ""Farid Soroush"", ""Tanya Liu"", ""Mehdi Asheghi"", ""Kenneth E. Goodson"", ""Minh Tran"", ""Nicole Okamoto"", ""Hussammedine Kabbani"", ""Saeid Bashash"", ""Velodyne Lidar"", ""Riccardo Lucchese"", ""Michele Lionello"", ""Mirco Rampazzo"", ""Andreas Johansson"", ""Wolfgang Birk"", ""Hiep Cong"", ""Sadegh Hoang"", ""Bharath Khalili"", ""Srikanth Ramakrisnan"", ""Yaser Rangarajan"", ""Vahideh Hadad"", ""Kamal Radmard"", ""S. M. Sikka"", ""Bahgat Schiffres"", ""Pardeep Shahi"", ""Pratik Bansode"", ""Yaman Manaserh"", ""Mohammad Tradat"", ""Ghazal Mohsenian"", ""Mark Seymour"", ""Mark Hepokoski"", ""Allen Curran"", ""Timothy Viola"", ""Alex Ockfen"", ""Jimin Wen"", ""Stephen H. Pan"", ""Norman Chang"", ""Wen-Tze Chuang"", ""Sophia Brodish"", ""Matthew Harrison"", ""Ali Shahbaz Haider"", ""Ted Brekken"", ""Peter Debock"", ""Joshua Gess"", ""Prathamesh Ghankutkar"", ""Prathamesh Ghankutkar""]","openalex+crossref","https://openalex.org/W4252800622","2026-06-15 16:03:47"
"work_e0be25a2c335fe29f831ec19","person_19152c0ae6514ae662021d20","A State-of-the-Art Strategy to Implement Nonlinear Model Predictive Controller with Non-Quadratic Piecewise Discontinuous Cost Index for Ocean Wave Energy Systems","proceedings-article","2020 IEEE Energy Conversion Congress and Exposition (ECCE)","2020-10-11",7,"[""Ali Shahbaz Haider"", ""Ted Brekken"", ""Alan McCall""]","openalex+crossref","https://openalex.org/W3094976664","2026-06-15 16:03:37"
"work_f7d5286c475128fb4f49bf96","person_19152c0ae6514ae662021d20","FACTS-based Grid Interface with Embedded Energy Storage for Ocean Wave Power","proceedings-article","2020 IEEE Energy Conversion Congress and Exposition (ECCE)","2020-10-11",1,"[""Ali Shahbaz Haider"", ""Ted Brekken"", ""Yue Cao"", ""Mario E. Magaña""]","openalex+crossref","https://openalex.org/W3095306117","2026-06-15 16:03:42"
"work_c2916bab15f4ecfeedef82d0","person_19152c0ae6514ae662021d20","An Efficient VLSI Architecture for FastICA by Using the Algebraic Jacobi Method for EVD","journal-article","IEEE Access","2021",12,"[""Muhammad Sajjad"", ""Mohd Zuki Yusoff"", ""Norashikin Yahya"", ""Ali Shahbaz Haider""]","openalex+crossref","https://openalex.org/W3156317242","2026-06-15 16:03:34"
"work_650262e896b2589c7b745d62","person_19152c0ae6514ae662021d20","Wave Energy Converter Energy Storage System Sizing for Flicker Considerations","proceedings-article","2021 IEEE Power &amp; Energy Society General Meeting (PESGM)","2021-07-26",2,"[""Ali Shahbaz Haider"", ""Leila Ghorban Zadeh"", ""Ted Brekken""]","openalex+crossref","https://openalex.org/W4206498559","2026-06-15 16:03:41"
"work_69ff744d9339fdd1c409a34a","person_19152c0ae6514ae662021d20","Real-Time Nonlinear Model Predictive Controller for Multiple Degrees of Freedom Wave Energy Converters with Non-Ideal Power Take-Off","journal-article","Journal of Marine Science and Engineering","2021-08-18",18,"[""Ali Shahbaz Haider"", ""Ted Brekken"", ""Alan McCall""]","openalex+crossref","https://openalex.org/W3196183861","2026-06-15 16:03:30"
"work_e15570b7ff0ec13271c21084","person_19152c0ae6514ae662021d20","Application of real‐time nonlinear model predictive control for wave energy conversion","journal-article","IET Renewable Power Generation","2021-10",14,"[""Ali Shahbaz Haider"", ""Ted Brekken"", ""Alan McCall""]","openalex+crossref","https://openalex.org/W3184315687","2026-06-15 16:03:32"
"work_fc513dbed11e27e68e96283c","person_19152c0ae6514ae662021d20","On Real-Time Hybrid Testing of Ocean Wave Energy Conversion Systems: An Experimental Study","journal-article","IEEE Open Journal of Industry Applications","2022",9,"[""Ali Shahbaz Haider"", ""Ted Brekken"", ""Ryan G. Coe"", ""Giorgio Bacelli"", ""Alan McCall""]","openalex+crossref","https://openalex.org/W4210822711","2026-06-15 16:03:35"
"work_c54e98a51f2dd758df2cf60d","person_19152c0ae6514ae662021d20","The Comparison of Advanced Control Strategies Applied to a Multiple Degree of Freedom Wave Energy Converter: Nonlinear Model Predictive Controller Versus Reinforcement Learning","posted-content","SSRN Electronic Journal","2023",0,"[""Ali Shahbaz Haider"", ""Kush Bubbar"", ""Alan McCall""]","openalex+crossref","https://openalex.org/W4382994653","2026-06-15 16:03:48"
"work_bafd9377aa340030c9304db4","person_19152c0ae6514ae662021d20","Bayesian Actor-Critic Wave Energy Converter Control With Modeling Errors","journal-article","IEEE Transactions on Sustainable Energy","2023-01",14,"[""Leila Ghorban Zadeh"", ""Ali Shahbaz Haider"", ""Ted Brekken""]","openalex+crossref","https://openalex.org/W4285300899","2026-06-15 16:03:33"
"work_709fca765143d3bcc5dc8d78","person_19152c0ae6514ae662021d20","Curcumin has Curative Effect on Isoniazid-Rifampicin Induced Hepatotoxicity","journal-article","Pakistan Journal of Medicine and Dentistry","2023-02-10",0,"[""Mansoor Ahmer Khan"", ""Syed Ali Haider"", ""Shahab Mehmood"", ""Aasma Khan""]","openalex+crossref","https://openalex.org/W4318833936","2026-06-15 16:03:50"
"work_e83ff40aacfa33258b261cb1","person_19152c0ae6514ae662021d20","On Implementing Cummins Equation to Represent Accurate Wave Radiation Forces in Modelica","proceedings-article","Volume 8: Ocean Renewable Energy","2023-06-11",0,"[""Ajay Menon"", ""Ali Shahbaz Haider"", ""Kush Bubbar""]","openalex+crossref","https://openalex.org/W4386953075","2026-06-15 16:03:49"
"work_417e2227fab3e9e43b73564c","person_19152c0ae6514ae662021d20","Comparison of Advanced Control Strategies Applied to a Multiple-Degrees-of-Freedom Wave Energy Converter: Nonlinear Model Predictive Controller versus Reinforcement Learning","journal-article","Journal of Marine Science and Engineering","2023-11-06",4,"[""Ali Shahbaz Haider"", ""Kush Bubbar"", ""Alan McCall""]","openalex+crossref","https://openalex.org/W4388424667","2026-06-15 16:03:29"
"work_42aa8bf3bd848014b083fd4d","person_19152c0ae6514ae662021d20","Incorporating Mooring Dynamics into the Control Design of a Two-Body Wave Energy Converter","journal-article","Journal of Marine Science and Engineering","2023-12-12",1,"[""Spencer Funk"", ""Ali Shahbaz Haider"", ""Kush Bubbar"", ""Bradley J. Buckham""]","openalex+crossref","https://openalex.org/W4389613873","2026-06-15 16:03:39"
"work_077b37ae18006b15a8f0aeb7","person_19152c0ae6514ae662021d20","Hardware in the Loop Wave Energy Converter Control Under Control Faults and Model Mismatch","journal-article","IEEE Transactions on Sustainable Energy","2024-01",9,"[""Leila Ghorban Zadeh"", ""Ted Brekken"", ""Alan Fern"", ""Ali Shahbaz Haider""]","openalex+crossref","https://openalex.org/W4376456864","2026-06-15 16:03:36"
"work_cd7f7e954dcbcea501e22aad","person_19152c0ae6514ae662021d20","Advancing the Modelica™ Ocean Engineering Toolbox With the Capability to Generate Accurate Wave Excitation Forces","proceedings-article","Volume 7: Ocean Renewable Energy","2024-06-09",0,"[""Ajay Menon"", ""Ali Shahbaz Haider"", ""Kush Bubbar""]","openalex+crossref","https://openalex.org/W4401457249","2026-06-15 16:03:49"
"work_889d9efa10abcabcdcbd7f1c","person_1f8938f9a6aaaaee8a432f9f","Effect of endovascular treatment on high-risk patients with chronic carotid artery occlusion.","article","PubMed","2020-01-01",1,"[""Kaheerman Kadeer"", ""Xiaojie Zhang"", ""Rexidan Aikeremu"", ""Maimaitili Mijiti"", ""Aximujiang Axier"", ""Atawula Tuersun"", ""Zhipeng Zhai"", ""Jie Zhang"", ""Aishajiang Rouzi"", ""Xiaojiang Cheng"", ""Maimaitili Aish""]","openalex","https://openalex.org/W3128893303","2026-06-15 16:00:03"
"work_edfdb5cbceb6b1549eb6f8f7","person_298e00cb2a1be30ae11c9fb0","The ways for optimizing insurance tariff relations","book-chapter","From the Other Shore: London Journals in Economics, Marketing, Finance, Business and Innovation","2015-11-30",0,"[""I. M. Shor"", ""D. A. Shelestova""]","openalex+crossref","https://openalex.org/W2501110614","2026-06-15 16:01:59"
"work_19399d3add5a8f6b78b0d884","person_298e00cb2a1be30ae11c9fb0","Multicriteria classification of public-private partnership forms","journal-article","Vestnik NSUEM","2023-10-02",1,"[""I. M. Shor""]","openalex+crossref","https://openalex.org/W4387252008","2026-06-15 16:01:58"
"work_3629c5363949117ae364fb8b","person_298e00cb2a1be30ae11c9fb0","SWOT-analysis of forms of classical public-private partnership","journal-article","Bulletin of the State University of Education. Series: Economics","2024-01-27",0,"[""I. M. Shor""]","openalex+crossref","https://openalex.org/W4408993689","2026-06-15 16:02:01"
"work_df357c990502bd6ac0fa8cc3","person_298e00cb2a1be30ae11c9fb0","Features, indicators and problems of implementation of public-private partnership projects in the transport sector","journal-article","Bulletin of the State University of Education. Series: Economics","2024-06-07",0,"[""I. M. Shor"", ""Dildarakhon A. Shelestova""]","openalex+crossref","https://openalex.org/W4408993452","2026-06-15 16:02:00"
"work_4d8844446c7fe01987b68a87","person_2f9bb08ae48acf673e37acdf","Optimisation and design programs for electronic circuit design","journal-article","Computer-Aided Design","1969-06",1,"[""J. M. Mosley""]","openalex+crossref","https://openalex.org/W1965578791","2026-06-15 16:08:36"
"work_5ff0cf48ec762ed350ca4d37","person_2f9bb08ae48acf673e37acdf","A 1024-Byte ECL Random Access Memory Using a Complementary Transistor Switch (CTS) Cell","journal-article","IBM Journal of Research and Development","1981-03",3,"[""J. A. Dorler"", ""J. M. Mosley"", ""G.A. Ritter"", ""R. Seeger"", ""J. R. Struk""]","openalex+crossref","https://openalex.org/W2030565770","2026-06-15 16:08:34"
"work_9e1e829e227c4f506e1f035c","person_2f9bb08ae48acf673e37acdf","Delay Regulation—A Circuit Solution to the Power/Performance Tradeoff","journal-article","IBM Journal of Research and Development","1981-03",0,"[""E. Berndlmaier"", ""J. A. Dorler"", ""J. M. Mosley"", ""S. Weitzel""]","openalex+crossref","https://openalex.org/W2120558278","2026-06-15 16:08:39"
"work_709720a4ba8becc1fe1fd5b1","person_2f9bb08ae48acf673e37acdf","A 50 to 400 Mbit/Sec Single Chip Fiber Optic Receiver Circuit","proceedings-article","SPIE Proceedings","1984-05-10",0,"[""D.L. Rogers"", ""A.X. Widmer"", ""J. M. Mosley""]","openalex+crossref","https://openalex.org/W1991381917","2026-06-15 16:08:37"
"work_08da6ee9ca0315edd75b7b6f","person_2f9bb08ae48acf673e37acdf","Single-chip 100-Mbit/sac fiber-optic receiver/phase lock loop circuit","proceedings-article","Optical Fiber Communication","1985",0,"[""J.F. Ewen"", ""W. McFarland"", ""D.L. Rogers"", ""J. M. Mosley""]","openalex+crossref","https://openalex.org/W1998776352","2026-06-15 16:08:37"
"work_72250dd873c1c9b0d513c1e2","person_2f9bb08ae48acf673e37acdf","Single-chip, receiver/clock recovery circuit at 375 Mbit/s","proceedings-article","Optical Fiber Communication","1986",3,"[""J.F. Ewen"", ""D.L. Rogers"", ""J. M. Mosley""]","openalex+crossref","https://openalex.org/W2333295396","2026-06-15 16:08:34"
"work_f8527d4521863ccc3e9f93b8","person_2f9bb08ae48acf673e37acdf","Characterization of a small peripheral array package","journal-article","IEEE Transactions on Components, Packaging, and Manufacturing Technology: Part B","1996",0,"[""Jie Hao"", ""André Richter"", ""J. Laskar"", ""Madhavan Swaminathan"", ""J. M. Mosley""]","openalex+crossref","https://openalex.org/W2087354257","2026-06-15 16:08:38"
"work_72a653455561a8b1920a9805","person_2f9bb08ae48acf673e37acdf","Highly manufacturable multi-layered ceramic surface mounted package","proceedings-article","[1991 Proceedings] Eleventh IEEE/CHMT International Electronics Manufacturing Technology Symposium","2002-12-09",3,"[""F.F. Cappo"", ""J.C. Milliken"", ""J. M. Mosley""]","openalex+crossref","https://openalex.org/W1827393642","2026-06-15 16:08:31"
"work_29e7f223ade8e09652f581ce","person_2f9bb08ae48acf673e37acdf","Design of a silicon-on-silicon multi-chip module for a high-performance Ps/2 workstation","proceedings-article","Proceedings 1992 IEEE Multi-Chip Module Conference MCMC-92","2003-01-02",4,"[""W.E. Pence"", ""D.F. McQueeney"", ""J. M. Mosley""]","openalex+crossref","https://openalex.org/W1912519832","2026-06-15 16:08:33"
"work_62fca83e3b986c24f3f0ecbe","person_2f9bb08ae48acf673e37acdf","FREQUENCY DOMAIN MEASUREMENTS OF VSPA: A NOVEL PACKAGING TECHNOLOGY","proceedings-article","Proceedings of Electrical Performance of Electronic Packaging","2005-08-24",2,"[""Jie Hao"", ""André Richter"", ""J. Laskar"", ""Madhavan Swaminathan"", ""J. M. Mosley""]","openalex+crossref","https://openalex.org/W1865911412","2026-06-15 16:08:35"
"work_b97e53f14d96709c68ceb862","person_2f9bb08ae48acf673e37acdf","ID:15947 Dorsal Root Ganglion Stimulation for Chronic Knee Pain After Bilateral Patellectomies","journal-article","Neuromodulation: Technology at the Neural Interface","2022-06",0,"[""J. M. Mosley"", ""Geoffrey D. Panjeton"", ""Juan Mora""]","openalex+crossref","https://openalex.org/W4281666911","2026-06-15 16:08:41"
"work_cf61691eddd3b86f8ba16f6b","person_34f422531f137ffa6de90357","OPTIMAL SEQUENCING OF DUMPSTER COLLECTIONS AND DELIVERIES.","article","","1995-01-01",0,"[""Luc De Meulemeester""]","openalex","https://openalex.org/W2570218835","2026-06-15 16:00:29"
"work_1cf361fc861fb6391b3b80c5","person_34f422531f137ffa6de90357","Optimal sequencing of skip collections and deliveries","journal-article","Journal of the Operational Research Society","1997-01",66,"[""Luc De Meulemeester"", ""G Laporte"", ""François Louveaux"", ""Frédéric Semet""]","openalex+crossref","https://openalex.org/W2085508164","2026-06-15 16:00:22"
"work_3c3b251b0bf15e03c0b4428f","person_34f422531f137ffa6de90357","Influence of Parity and Stage of Lactation on the Somatic Cell Count in Bacteriologically Negative Dairy Cows","journal-article","Journal of Dairy Science","1997-12",185,"[""Hans Laevens"", ""Hubert Deluyker"", ""Y.H. Schukken"", ""Luc De Meulemeester"", ""R. Vandermeersch"", ""Etienne De Mûelenaere"", ""Aart de Kruif""]","openalex+crossref","https://openalex.org/W1972366492","2026-06-15 16:00:22"
"work_dcf861ca010048495e54781c","person_34f422531f137ffa6de90357","Optimal sequencing of skip collections and deliveries","journal-article","Journal of the Operational Research Society","1997-12-18",0,"[""Luc De Meulemeester"", ""G Laporte"", ""F V Louveaux"", ""F Semet""]","openalex+crossref","https://openalex.org/W4253664879","2026-06-15 16:00:30"
"work_cbb40dd86882cba9ecbcd674","person_34f422531f137ffa6de90357","An Interlaboratory Trial to Assess Repeatability and Reproducibility of Microbiological Procedures for Diagnosing Intramammary Infections in Dairy Cows","journal-article","Acta Veterinaria Scandinavica","2003-03-31",2,"[""Hans Laevens"", ""Sarne De Vliegher"", ""Luc De Meulemeester"", ""Boudewijn Catry"", ""Luc Devriese"", ""G. Bertels"", ""R. Vandermeersch"", ""Erik Mijten"", ""Aart de Kruif""]","openalex+crossref","https://openalex.org/W2095245057","2026-06-15 16:00:28"
"work_b6e48f53e8c2840750796437","person_34f422531f137ffa6de90357","Detection of BVDV persistently infected animals in Belgium: Evaluation of the strategy implemented","journal-article","Preventive Veterinary Medicine","2005-11",18,"[""C. Letellier"", ""Luc De Meulemeester"", ""Marc Lomba"", ""Erik Mijten"", ""Pierre Kerkhofs""]","openalex+crossref","https://openalex.org/W2044013508","2026-06-15 16:00:26"
"work_e785785ee60321ed005e26af","person_34f422531f137ffa6de90357","Prevalence and distribution of mastitis pathogens in dairy cows in Flanders","article","Ghent University Academic Bibliography (Ghent University)","2006-01-01",0,"[""Sofie Piepers"", ""Luc De Meulemeester"", ""Aart de Kruif"", ""Geert Opsomer"", ""Herman W. Barkema"", ""Sarne De Vliegher""]","openalex","https://openalex.org/W2321402317","2026-06-15 16:00:28"
"work_937ccce209a2d44766a64334","person_34f422531f137ffa6de90357","Prevalence and distribution of mastitis pathogens in subclinically infected dairy cows in Flanders, Belgium","journal-article","Journal of Dairy Research","2007-11",211,"[""Sofie Piepers"", ""Luc De Meulemeester"", ""Aart de Kruif"", ""G. Opsomer"", ""Herman W. Barkema"", ""Sarne De Vliegher""]","openalex+crossref","https://openalex.org/W2039755223","2026-06-15 16:00:19"
"work_31cc2aea02953347c3c74fbe","person_34f422531f137ffa6de90357","Qualitative and quantitative evaluation of coprological and serological techniques for the diagnosis of fasciolosis in cattle","journal-article","Veterinary Parasitology","2008-05",147,"[""Johannes Charlier"", ""Luc De Meulemeester"", ""Edwin Claerebout"", ""Diana Williams"", ""Jozef Vercruysse""]","openalex+crossref","https://openalex.org/W2000372094","2026-06-15 16:00:20"
"work_3efeb42e7528761a9cc8b78c","person_34f422531f137ffa6de90357","Serosurvey of four 'emerging' cattle diseases (Q-fever, Neosporosis, Leptospirosis and Salmonellosis) in Northern-Belgian dairy herds using bulk-milk samples","article","Ghent University Academic Bibliography (Ghent University)","2009-01-01",3,"[""Stefaan Ribbens"", ""Koen De Bleecker"", ""Jean-Marie Van Crombrugge"", ""Luc De Meulemeester"", ""Erik Mijten"", ""Sigrid Stoops"", ""Aart de Kruif"", ""Jeroen Dewulf""]","openalex","https://openalex.org/W2288450917","2026-06-15 16:00:27"
"work_22dc9386b9e179dd25ce72ef","person_34f422531f137ffa6de90357","Between-herd prevalence of Mycoplasma bovis in bulk milk in Flanders, Belgium","journal-article","Research in Veterinary Science","2012-04",28,"[""P. Passchyn"", ""Sofie Piepers"", ""Luc De Meulemeester"", ""Filip Boyen"", ""Freddy Haesebrouck"", ""Sarne De Vliegher""]","openalex+crossref","https://openalex.org/W2015763676","2026-06-15 16:00:25"
"work_e6cc2ae5a1cc81565d9b623a","person_34f422531f137ffa6de90357","Antimicrobial susceptibility and distribution of inhibition zone diameters of bovine mastitis pathogens in Flanders, Belgium","journal-article","Veterinary Microbiology","2014-07",30,"[""K. Supré"", ""K. Lommelen"", ""Luc De Meulemeester""]","openalex+crossref","https://openalex.org/W1977551972","2026-06-15 16:00:24"
"work_7358982214daf080de67e663","person_3db72f60a1baaef766bec539","Traceability of thermal conductivity measurements at nanoscale by SThM technique and associated uncertainties","article","HAL (Le Centre pour la Communication Scientifique Directe)","2021-11-23",0,"[""Sarah Douri"", ""Nolwenn Fleurence"", ""J. Hameury"", ""Séverine Gomès""]","openalex","https://openalex.org/W4417223803","2026-06-15 16:02:41"
"work_e2656a60daf3bed7163dfef9","person_3db72f60a1baaef766bec539","Scanning Thermal Microscopy: probe thermal response by two different models","article","HAL (Le Centre pour la Communication Scientifique Directe)","2022-03-07",0,"[""Sarah Douri"", ""Nolwenn Fleurence"", ""J. Hameury"", ""Séverine Gomès""]","openalex","https://openalex.org/W4417223816","2026-06-15 16:02:42"
"work_9e3becc28833c40c8896d21c","person_3db72f60a1baaef766bec539","Why is heat transport modelling required for nanometrology?","preprint","HAL (Le Centre pour la Communication Scientifique Directe)","2022-09-22",0,"[""Séverine Gomès"", ""S. Dilhaire"", ""Nolwenn Fleurence"", ""Nicolas Horny"", ""Pierre‐Olivier Chapuis"", ""Stéphane Grauby"", ""Jean‐Michel Rampnoux"", ""Gilles Pernot"", ""Paolo Bondavalli"", ""Sarah Douri"", ""Raphaël Sommet"", ""Dominique Carisetti"", ""Corinne Chanéac""]","openalex","https://openalex.org/W4309560244","2026-06-15 16:02:38"
"work_30b167bfdfc0a2df9afc07dd","person_3db72f60a1baaef766bec539","Experimental measurement of heat transport property: Why is heat transportmodelling required for nanometrology?","preprint","HAL (Le Centre pour la Communication Scientifique Directe)","2022-10-03",0,"[""Séverine Gomès"", ""Stephan Dilhaire"", ""Olivier Bourgeois"", ""Nolwenn Fleurence"", ""Nicolas Horny"", ""Gilles Pernot"", ""Sarah Douri"", ""Pierre‐Olivier Chapuis"", ""Jean‐Michel Rampnoux"", ""Stéphane Grauby""]","openalex","https://openalex.org/W4309899220","2026-06-15 16:02:38"
"work_8c28e398074d6a99a7fbc560","person_3db72f60a1baaef766bec539","Scanning Thermal Microscopy modeling by 3D FEM in vacuum conditions","article","HAL (Le Centre pour la Communication Scientifique Directe)","2023-03-07",0,"[""Sarah Douri"", ""Nolwenn Fleurence"", ""J. Hameury"", ""Séverine Gomès""]","openalex","https://openalex.org/W4417223811","2026-06-15 16:02:42"
