"id","author_id","work_title","work_type","venue_name","publication_date","citation_count","authors","source","source_url","import_time"
"work_85b0ef75d62dd7946b469cb1","person_cb48f61184c23a94e242a734","Disk Evolution Study Through Imaging of Nearby Young Stars (DESTINYS): Evidence of planet-disk interaction in the 2MASSJ16120668-3010270 system","preprint","ArXiv.org","2025-06-06",0,"[""C. Ginski"", ""P. Pinilla"", ""M. Benisty"", ""C. Pinte"", ""R. Claes"", ""Eric E. Mamajek"", ""M. Kenworthy"", ""M. Murphy"", ""C. F. Manara"", ""Jaehan Bae"", ""T. Birnstiel"", ""John G. Byrne"", ""C. Dominik"", ""S. Facchini"", ""A. Garufi"", ""R. Gratton"", ""M. Hogerheijde"", ""R. G. van Holstein"", ""J. Huang"", ""M. Langlois"", ""C. Lawlor"", ""Jie Ma"", ""D. Ian McLachlan"", ""F. Ménard"", ""R. Rigliaco"", ""Álvaro Ribas"", ""T. O. B. Schmidt"", ""Anibal Sierra"", ""Ryo Tazaki"", ""J. Williams"", ""A. Zurlo""]","openalex","https://openalex.org/W4417097424","2026-06-15 16:14:49"
"work_c811d7e6232306fc6e679b18","person_cb48f61184c23a94e242a734","Disk Evolution Study Through Imaging of Nearby Young Stars (DESTINYS): Evidence of planet–disk interaction in the 2MASSJ16120668-3010270 system","journal-article","Astronomy &amp; Astrophysics","2025-07",7,"[""C. Ginski"", ""P. Pinilla"", ""M. Benisty"", ""C. Pinte"", ""R. Claes"", ""Eric E. Mamajek"", ""M. Kenworthy"", ""M. Murphy"", ""C. F. Manara"", ""Jaehan Bae"", ""T. Birnstiel"", ""John G. Byrne"", ""C. Dominik"", ""S. Facchini"", ""A. Garufi"", ""R. Gratton"", ""M. Hogerheijde"", ""R. G. van Holstein"", ""J. Huang"", ""M. Langlois"", ""C. Lawlor"", ""Jie Ma"", ""D. Ian McLachlan"", ""F. Ménard"", ""R. Rigliaco"", ""Álvaro Ribas"", ""T. O. B. Schmidt"", ""Anibal Sierra"", ""Ryo Tazaki"", ""J. Williams"", ""A. Zurlo""]","openalex+crossref","https://openalex.org/W4411102637","2026-06-15 16:13:36"
"work_1080c115c12dc24b4ee6472d","person_cb48f61184c23a94e242a734","Effects of theta burst stimulation on the interoceptive brain network and cardiac interoception","journal-article","Brain Research","2025-12",0,"[""Lisa Lai"", ""Til Ole Bergmann"", ""Claus Vögele"", ""Jonathan Cimino"", ""Damien Salles"", ""Marian van der Meulen"", ""T. O. B. Schmidt"", ""André Schulz""]","openalex+crossref","https://openalex.org/W4415076473","2026-06-15 16:14:46"
"work_b80e9c1df872c009a1e3e311","person_cb48f61184c23a94e242a734","Characterization of debris disks observed with SPHERE","journal-article","Astronomy &amp; Astrophysics","2025-12",4,"[""N. Engler"", ""J. Milli"", ""Nicole Pawellek"", ""R. Gratton"", ""P. Thébault"", ""C. Lazzoni"", ""J. Olofsson"", ""H. M. Schmid"", ""Soléne Ulmer-Moll"", ""C. Perrot"", ""J.‐C. Augereau"", ""S. Desidera"", ""G. Chauvin"", ""M. Janson"", ""C. Xie"", ""Th. Henning"", ""A. Boccaletti"", ""S. B. Brown-Sevilla"", ""E. Choquet"", ""C. Dominik"", ""C. Ginski"", ""A. Zurlo"", ""M. Feldt"", ""T. Fusco"", ""J. H. Girard"", ""D. Gisler"", ""R. G. van Holstein"", ""M. Langlois"", ""A.-L. Maire"", ""D. Mesa"", ""P. Rabou"", ""L. Rodet"", ""M. Samland"", ""T. O. B. Schmidt"", ""A. Vigan""]","openalex+crossref","https://openalex.org/W4415716595","2026-06-15 16:13:37"
"work_812bf6fa30f04e293d2c556f","person_e6e03a52b7d86f0af8eb8116","Antiinfecciosos en la práctica médica","article","Dialnet (Universidad de la Rioja)","1981-01-01",0,"[""Ramón Martí Masso"", ""José Ramón Azanza Perea"", ""J. Honorato Pérez""]","openalex","https://openalex.org/W173202472","2026-06-15 16:07:40"
"work_77c642fb207dcc174ae970a6","person_e6e03a52b7d86f0af8eb8116","La decalcificación de las piezas dentarias","article","Profesión dental","1982-01-01",0,"[""Javier Garro Barrio"", ""José Ramón Azanza Perea""]","openalex","https://openalex.org/W2674292184","2026-06-15 16:07:52"
"work_bcf354e7bc1a802bc4b27e47","person_e6e03a52b7d86f0af8eb8116","[Pipemidic acid].","article","PubMed","1982-06-01",0,"[""José Ramón Azanza Perea"", ""J M Honorato Pérez"", ""Rafael Cuena""]","openalex","https://openalex.org/W4290684129","2026-06-15 16:07:59"
"work_a6dbc29d58a3ff9d7f23787e","person_e6e03a52b7d86f0af8eb8116","[Ketoconazole].","article","PubMed","1982-09-01",0,"[""Rafael Cuena"", ""José Ramón Azanza Perea"", ""J M Honorato Pérez""]","openalex","https://openalex.org/W4301177150","2026-06-15 16:08:01"
"work_6c2ae604de7d07fe157d0b89","person_e6e03a52b7d86f0af8eb8116","[Diflunisal].","article","PubMed","1982-12-01",1,"[""José Ramón Azanza Perea"", ""J M Honorato Pérez"", ""Rafael Cuena""]","openalex","https://openalex.org/W4290683674","2026-06-15 16:07:24"
"work_805d618b3476eb395abca16b","person_e6e03a52b7d86f0af8eb8116","[Moxalactam].","article","PubMed","1983-03-01",0,"[""Rafael Cuena"", ""José Ramón Azanza Perea"", ""J Honorato Pérez""]","openalex","https://openalex.org/W4298072326","2026-06-15 16:08:00"
"work_ca21905ee1b5e56d640f558c","person_e6e03a52b7d86f0af8eb8116","[Netilmicin].","article","PubMed","1983-06-01",0,"[""José Ramón Azanza Perea"", ""Rafael Cuena"", ""J Honorato Pérez""]","openalex","https://openalex.org/W4290663288","2026-06-15 16:07:58"
"work_38c5d2e7f152f71c0cd65782","person_e6e03a52b7d86f0af8eb8116","[Alprazolam].","article","PubMed","1984-03-01",0,"[""Rafael Cuena"", ""José Ramón Azanza Perea"", ""J M Honorato Pérez""]","openalex","https://openalex.org/W4300913121","2026-06-15 16:08:01"
"work_9dd85f428dd2aa535125657b","person_e6e03a52b7d86f0af8eb8116","[Piperacillin].","article","PubMed","1984-09-01",0,"[""José Ramón Azanza Perea"", ""Rafael Cuena"", ""A Rubio González"", ""L.M. Echeverría Echepare"", ""J Honorato Pérez""]","openalex","https://openalex.org/W4300109433","2026-06-15 16:08:00"
"work_d8dbfaf16356b7eb3904e552","person_e6e03a52b7d86f0af8eb8116","[Lormetazepam].","article","PubMed","1984-09-01",0,"[""J Honorato Pérez"", ""Rafael Cuena"", ""A Rubio González"", ""José Ramón Azanza Perea""]","openalex","https://openalex.org/W4290680373","2026-06-15 16:07:58"
"work_36e0887f9bad9f78858f816f","person_e6e03a52b7d86f0af8eb8116","201Tl Myocardial imaging in a cardiac rejection episode","journal-article","European Journal of Nuclear Medicine","1986-01",7,"[""J Richter"", ""Jesús Herreros"", ""Andrés Serena"", ""J. R. Pardo"", ""José Ramón Azanza Perea"", ""María A. Charvet"", ""Jesús Honorato"", ""Ramón Arcas""]","openalex+crossref","https://openalex.org/W2020975044","2026-06-15 16:07:29"
"work_f1b0c20f6fa725aab6adf892","person_e6e03a52b7d86f0af8eb8116","Aplicacion de un sistema informatico para el estudio de las infecciones nosocomiales","article","Dialnet (Universidad de la Rioja)","1988-01-01",0,"[""José Ramón Azanza Perea""]","openalex","https://openalex.org/W3066528638","2026-06-15 16:07:56"
"work_6347071edf9051ca7d83e2cc","person_e6e03a52b7d86f0af8eb8116","Pediatrics pharmacology: The pediatrics therapeutics was preceded of an investigation?","article","Anales de Pediatría","1989-01-01",0,"[""Amalia Gonzalez"", ""José Antonio Suárez"", ""José Ramón Azanza Perea"", ""Jesús Honorato""]","openalex","https://openalex.org/W2274317954","2026-06-15 16:07:46"
"work_1df7eb866968fac617be7e9b","person_e6e03a52b7d86f0af8eb8116","Possible interaction between cyclosporine and josamycin: A description of three cases","journal-article","Clinical Pharmacology and Therapeutics","1992-05",12,"[""José Ramón Azanza Perea"", ""M. Catalán"", ""M.P. Alvarez"", ""Belén Sádaba"", ""Jesús Honorato"", ""R. Llorens"", ""Jesus Harreros""]","openalex+crossref","https://openalex.org/W1966367464","2026-06-15 16:06:57"
"work_d5a66e417ea25617af0ca363","person_e6e03a52b7d86f0af8eb8116","Graft-versus-host disease after liver transplantation","journal-article","Journal of the American Academy of Dermatology","1993-08",40,"[""Pedro Redondo"", ""Agustı́n España"", ""J.I. Herrero"", ""Jorge Quiroga"", ""Javier A. Cienfuegos"", ""José Ramón Azanza Perea"", ""Jesús Prìeto""]","openalex+crossref","https://openalex.org/W2019846107","2026-06-15 16:06:15"
"work_228d9c4a007c0644722fa34c","person_e6e03a52b7d86f0af8eb8116","Tetraciclinas y fenicoles","article","Dialnet (Universidad de la Rioja)","1996-01-01",2,"[""Belén Sádaba Díaz de Rada"", ""José Ramón Azanza Perea""]","openalex","https://openalex.org/W3007895623","2026-06-15 16:07:17"
"work_606a1fc22d009979d10d8c64","person_e6e03a52b7d86f0af8eb8116","Macrólidos y lincosamidas","article","Dialnet (Universidad de la Rioja)","1996-01-01",1,"[""Emilio García Quetglas"", ""José Ramón Azanza Perea""]","openalex","https://openalex.org/W3008632918","2026-06-15 16:07:38"
"work_7e434228d1a770d993f48f92","person_e6e03a52b7d86f0af8eb8116","Fármacos antiinfecciosos, resistencias bacterianas. Asociaciones de antibióticos","article","Dialnet (Universidad de la Rioja)","1996-01-01",0,"[""José Ramón Azanza Perea"", ""Jesús Honorato""]","openalex","https://openalex.org/W3008357637","2026-06-15 16:07:56"
"work_93974617db44959f80a58c84","person_e6e03a52b7d86f0af8eb8116","Antibióticos beta-lactámicos. Penicilinas, cefalosporinas y otros","article","Dialnet (Universidad de la Rioja)","1996-01-01",0,"[""José Ramón Azanza Perea"", ""Alicia López de Ocáriz""]","openalex","https://openalex.org/W3007105718","2026-06-15 16:07:55"
"work_d8ced56fc53a809d9df736b3","person_e6e03a52b7d86f0af8eb8116","Farmacología de la hemostasia, coagulación y fibrinolisis","article","Dialnet (Universidad de la Rioja)","1996-01-01",1,"[""Marta Simón Lázaro"", ""José Ramón Azanza Perea""]","openalex","https://openalex.org/W3008521619","2026-06-15 16:07:37"
"work_ea39fc926e9fdf683bdd8a93","person_e6e03a52b7d86f0af8eb8116","Inmunosupresores e inmunomoduladores","article","Dialnet (Universidad de la Rioja)","1996-01-01",0,"[""Alicia López de Ocáriz"", ""José Ramón Azanza Perea""]","openalex","https://openalex.org/W3006836683","2026-06-15 16:07:54"
"work_5576298fefc4b8cad602ad6b","person_e6e03a52b7d86f0af8eb8116","Otros fármacos utilizados en el tratamiento de enfermedades psiquiátricas","article","Dialnet (Universidad de la Rioja)","1999-01-01",0,"[""José Ramón Azanza Perea"", ""B. Sábada"", ""Emilio García Quetglas"", ""Jesús Honorato""]","openalex","https://openalex.org/W1020325439","2026-06-15 16:07:38"
"work_b1abe13ff27bd784444619bb","person_e6e03a52b7d86f0af8eb8116","Protocolo de actuación en la intoxicación por psicofármacos y drogas psicoactivas","article","Dialnet (Universidad de la Rioja)","1999-01-01",0,"[""José Ramón Azanza Perea""]","openalex","https://openalex.org/W207368653","2026-06-15 16:07:44"
"work_0083c64751a3f0e86d588aa6","person_e6e03a52b7d86f0af8eb8116","Farmacología clínica para profesionales de la salud","article","Dialnet (Universidad de la Rioja)","2000-01-01",0,"[""José Ramón Azanza Perea""]","openalex","https://openalex.org/W114677460","2026-06-15 16:07:39"
"work_df17407ced1edb16dcc3767e","person_e6e03a52b7d86f0af8eb8116","Pharmacokinetics of Antibiotics in Seriously Infectious Patients","book-chapter","Critical Care Infectious Diseases Textbook","2001",0,"[""Miguel Angel Campanero Martínez"", ""José Ramón Azanza Perea"", ""Emilio García Quetglas"", ""Belén Sádaba Díaz de Rada""]","openalex+crossref","https://openalex.org/W223458170","2026-06-15 16:07:45"
"work_556c0e876af05ba71e470b42","person_e6e03a52b7d86f0af8eb8116","Utilidad de la farmacocinética en los tratamientos antimicrobianos","journal-article","Enfermedades Infecciosas y Microbiología Clínica","2001-01",0,"[""José Ramón Azanza Perea""]","openalex+crossref","https://openalex.org/W1989600665","2026-06-15 16:07:42"
"work_b7b75943b664e7d5faf064c7","person_e6e03a52b7d86f0af8eb8116","¿Cuál es el coste de una infección de una prótesis?","journal-article","Enfermedades Infecciosas y Microbiología Clínica","2001-01",4,"[""José Ramón Azanza Perea""]","openalex+crossref","https://openalex.org/W2078817982","2026-06-15 16:07:05"
"work_ffbbc9336050ca73b5f86db0","person_e6e03a52b7d86f0af8eb8116","Interferones pegilados: revisión preliminar de sus características farmacocinéticas","journal-article","Revista Clínica Española","2001-01",2,"[""José Ramón Azanza Perea""]","openalex+crossref","https://openalex.org/W2020879934","2026-06-15 16:07:08"
"work_3afef71cbe2eec4a4fea5d0f","person_e6e03a52b7d86f0af8eb8116","La pegilación de fármacos","article","Gastroenterología y Hepatología Continuada","2002-07-01",0,"[""José Ramón Azanza Perea""]","openalex","https://openalex.org/W3007486633","2026-06-15 16:07:55"
"work_28e2f353e54e82a6ed6648ab","person_e6e03a52b7d86f0af8eb8116","Características farmacológicas de los interferones pegilados","article","","2002-09-01",0,"[""José Ramón Azanza Perea"", ""Belén Sádaba Díaz de Rada""]","openalex","https://openalex.org/W1544260885","2026-06-15 16:07:39"
"work_2268fcff2e6b2f1468512ba6","person_e6e03a52b7d86f0af8eb8116","Farmacología de antimicrobianos utilizados en el tratamiento de las infecciones graves por bacterias grampositivas","article","Deposito Adademico Digital Universidad De Navarra (University of Navarra)","2003-01-01",1,"[""E. García-Quetglás"", ""José Ramón Azanza Perea"", ""Belén Sádaba"", ""I. Gil-Aldea""]","openalex","https://openalex.org/W56350858","2026-06-15 16:07:26"
"work_fc2d85f1e835e1b36098f2c7","person_e6e03a52b7d86f0af8eb8116","Diagnóstico, tratamiento y prevención de la infección de prótesis articulares","article","","2003-01-01",6,"[""José Barberán"", ""Emilio Bouza"", ""Jaume Miralles Aguado"", ""José Ramón Azanza Perea"", ""J.Á. García-Rodríguez"", ""Jacqui Prieto"", ""R Cordero"", ""José Hernández‐Quero"", ""R. Pelletier""]","openalex","https://openalex.org/W3205531727","2026-06-15 16:06:50"
"work_21d04ed43b7e05d9ad0d6e26","person_e6e03a52b7d86f0af8eb8116","[Pharmacology of antimicrobials used in the treatment of serious Gram-positive bacteria infections].","article","PubMed","2003-09-01",1,"[""Emilio García Quetglas"", ""José Ramón Azanza Perea"", ""B Rada"", ""I Gil Aldea""]","openalex","https://openalex.org/W2464963468","2026-06-15 16:07:36"
"work_38e939f9aeaba5ea99835160","person_e6e03a52b7d86f0af8eb8116","Oral versus intravenous therapy in the treatment of systemic mycosis","journal-article","Clinical Microbiology and Infection","2004",18,"[""José Ramón Azanza Perea"", ""Belén Sádaba Díaz de Rada"", ""Emilio García Quetglas"", ""Mayrol Juarez""]","openalex+crossref","https://openalex.org/W1587054336","2026-06-15 16:06:20"
"work_1ae0c56dc21f3cca2d5fbd9e","person_e6e03a52b7d86f0af8eb8116","Antibióticos β-lactámicos","article","Dialnet (Universidad de la Rioja)","2004-01-01",0,"[""Emilio García Quetglas"", ""José Ramón Azanza Perea""]","openalex","https://openalex.org/W2597127981","2026-06-15 16:07:50"
"work_9be60d29eb68ef5c4495d00f","person_e6e03a52b7d86f0af8eb8116","Recomendaciones para el tratamiento de las infecciones nosocolmiales producidas por microorganismos grampositivos","article","Revista española de quimioterapia. Suplemento","2004-01-01",7,"[""Juan J. Picazo"", ""José Ángel García Rodríguez"", ""Pedro Llinares Modéjar"", ""Julián Torre Cisneros"", ""José Ramón Azanza Perea"", ""Josep Mensa Pueyo"", ""José Prieto Prieto"", ""José Barberán""]","openalex","https://openalex.org/W100346916","2026-06-15 16:07:28"
"work_d44ddeeefa4989a4c15e70a6","person_e6e03a52b7d86f0af8eb8116","Antibióticos macrólidos y otros antibióticos","article","Dialnet (Universidad de la Rioja)","2004-01-01",2,"[""Antonio Lalueza Blanco"", ""Manuel Lizasoaín"", ""José Ramón Azanza Perea""]","openalex","https://openalex.org/W2597165102","2026-06-15 16:07:16"
"work_fda92b6a02561e361bef6ed5","person_e6e03a52b7d86f0af8eb8116","Relación entre estructura y función en los azoles","article","Revista española de quimioterapia. Suplemento","2004-01-01",1,"[""Emilio García Quetglas"", ""José Ramón Azanza Perea"", ""Belén Sádaba Díaz de Rada""]","openalex","https://openalex.org/W100971459","2026-06-15 16:07:32"
"work_260923fdef61e0b3cab9c225","person_e6e03a52b7d86f0af8eb8116","Simultaneous stereoselective analysis of tramadol and its primary phase I metabolites in plasma by liquid chromatography","journal-article","Journal of Chromatography A","2004-03",62,"[""Miguel Ángel Campanero"", ""E. García-Quetglás"", ""Belén Sádaba"", ""José Ramón Azanza Perea""]","openalex+crossref","https://openalex.org/W2191772468","2026-06-15 16:06:14"
"work_a534200c3357d33ca152fd85","person_e6e03a52b7d86f0af8eb8116","Therapeutic drug monitoring for sirolimus in whole blood of organ transplants by high-performance liquid chromatography with ultraviolet detection","journal-article","Journal of Chromatography A","2004-03",15,"[""Miguel Ángel Campanero"", ""Ernesto Cárdenas"", ""Belén Sádaba"", ""E. García-Quetglás"", ""Maria José Muñoz-Juarez"", ""Isabel Gil-Aldea"", ""David Pazo"", ""José Ramón Azanza Perea"", ""Jesús Honorato""]","openalex+crossref","https://openalex.org/W2086634190","2026-06-15 16:06:35"
"work_7d98b1e90028ac3fba13c814","person_e6e03a52b7d86f0af8eb8116","Farmacodinamia y métodos de administración de fármacos","article","Deposito Adademico Digital Universidad De Navarra (University of Navarra)","2005-01-01",0,"[""José Ramón Azanza Perea""]","openalex","https://openalex.org/W821678703","2026-06-15 16:08:17"
"work_bdc6b52cfeaa2ff9bd40cad0","person_e6e03a52b7d86f0af8eb8116","Farmacología de telitromicina","article","Emergencias: Revista de la Sociedad Española de Medicina de Urgencias y Emergencias","2005-01-01",0,"[""José Ramón Azanza Perea"", ""E. G. Quetglas""]","openalex","https://openalex.org/W169958240","2026-06-15 16:07:40"
"work_49f725e931bebb2ebb9d1ba0","person_e6e03a52b7d86f0af8eb8116","Ibuprofeno-arginato. Farmacología y papel en el tratamiento del dolor agudo","article","Dolor: Investigación, clínica & terapéutica","2006-01-01",0,"[""Emilio García Quetglas"", ""Belén Sádaba Díaz de Rada"", ""José Ramón Azanza Perea""]","openalex","https://openalex.org/W195335830","2026-06-15 16:07:41"
"work_9c70c3baa5c930eb6b76215c","person_e6e03a52b7d86f0af8eb8116","Infecciones más comunes en el paciente trasplantado The most common infections in the transplanted patient","article","","2006-01-01",1,"[""José Luís del Pozo"", ""E. G. Quetglás"", ""José Ramón Azanza Perea""]","openalex","https://openalex.org/W816943640","2026-06-15 16:07:27"
"work_e7da6e955d4ba42afdde1f17","person_e6e03a52b7d86f0af8eb8116","A comparative study of the pharmacokinetics of ibuprofen arginate versus dexibuprofen in healthy volunteers","journal-article","European Journal of Clinical Pharmacology","2006-10-04",18,"[""Belén Sádaba"", ""Miguel Ángel Campanero"", ""Maria José Muñoz-Juarez"", ""Isabel Gil-Aldea"", ""E. García-Quetglás"", ""Antonio Esteras"", ""José Ramón Azanza Perea""]","openalex+crossref","https://openalex.org/W2008195314","2026-06-15 16:06:43"
"work_dddc4a69dc2cdf0263a29555","person_e6e03a52b7d86f0af8eb8116","Fosfomicina trometamol. Dosis múltiples como pauta larga en el tratamiento de las infecciones urinarias bajas","journal-article","Enfermedades Infecciosas y Microbiología Clínica","2006-11",8,"[""Belén Sádaba-Díaz De Rada"", ""José Ramón Azanza Perea"", ""E. García-Quetglás"", ""Jesús Honorato-Pérez""]","openalex+crossref","https://openalex.org/W2008106120","2026-06-15 16:06:47"
"work_0461398f5c5660ce4d8ff765","person_e6e03a52b7d86f0af8eb8116","Update on osteo-articular infections and severe skin and soft tissue infections","journal-article","Enfermedades Infecciosas y Microbiología Clínica","2007-01",0,"[""José Barberán"", ""Àlex Soriano"", ""Álvaro Pascual"", ""Javier Cobo"", ""Javier Ariza"", ""Xavier Flores"", ""Antonio Guerrero"", ""José Hernández‐Quero"", ""Cristina Fernández"", ""José Cordero‐Ampuero"", ""José Ramón Azanza Perea""]","openalex+crossref","https://openalex.org/W2059947605","2026-06-15 16:07:43"
"work_c3a16f5581a193218f81bf37","person_e6e03a52b7d86f0af8eb8116","Stereoselective pharmacokinetic analysis of tramadol and its main phase I metabolites in healthy subjects after intravenous and oral administration of racemic tramadol","journal-article","Biopharmaceutics &amp; Drug Disposition","2007-01",41,"[""Emilio García Quetglas"", ""José Ramón Azanza Perea"", ""Ernesto Cárdenas"", ""Belén Sádaba"", ""Miguel Ángel Campanero""]","openalex+crossref","https://openalex.org/W2164274363","2026-06-15 16:06:02"
"work_6954619b41e0ae7ba4ad2014","person_e6e03a52b7d86f0af8eb8116","Perfil farmacocinético-farmacodinámico del cefditoreno en suero y orina tras una dosis única y en pautas de dos o tres veces al día en voluntarios sanos: estudio de fase I","article","Revista española de quimioterapia. Suplemento","2007-01-01",8,"[""Belén Sádaba Díaz de Rada"", ""José Ramón Azanza Perea"", ""E. G. Quetglás"", ""M.A. Campanero"", ""Jesús Honorato"", ""Paúl Coronel"", ""M.J. Palomares Gimeno""]","openalex","https://openalex.org/W99570850","2026-06-15 16:06:59"
"work_de92e77da893b203af968da4","person_e6e03a52b7d86f0af8eb8116","Valor umbral del coste por año de vida ganado para recomendar la adopción de tecnologías sanitarias en España: evidencias procedentes de una revisión de la literatura","journal-article","PharmacoEconomics Spanish Research Articles","2007-04",59,"[""E De Cock"", ""Marc Miravitlles"", ""José Ramón González‐Juanatey"", ""José Ramón Azanza Perea""]","openalex+crossref","https://openalex.org/W2082584638","2026-06-15 16:06:01"
"work_427b7050eaf9596b323a028e","person_e6e03a52b7d86f0af8eb8116","Farmacología de los azoles","journal-article","Revista Iberoamericana de Micología","2007-09",23,"[""José Ramón Azanza Perea"", ""E. García-Quetglás"", ""Belén Sádaba""]","openalex+crossref","https://openalex.org/W2145394022","2026-06-15 16:06:31"
"work_232972ba01c2b2b16edf21e2","person_e6e03a52b7d86f0af8eb8116","Randomized Crossover Pharmacokinetic Evaluation of Subcutaneous Versus Intravenous Granisetron in Cancer Patients Treated with Platinum-Based Chemotherapy","journal-article","The Oncologist","2007-09-01",19,"[""Alfonso Gúrpide"", ""Belén Sádaba"", ""Salvador Martín‐Algarra"", ""José Ramón Azanza Perea"", ""José M. López-Picazo"", ""Miguel Ángel Campanero"", ""Juan P. Cabello"", ""Isabel Gil-Aldea"", ""Susana de la Cruz"", ""Víctor Fernández Gallego"", ""Carmen Reyna"", ""C Olier"", ""María J. Blanco‐Prieto"", ""Jaime Ceballos"", ""Jesús García‐Foncillas"", ""José Luis Perez‐Gracia""]","openalex+crossref","https://openalex.org/W2153473127","2026-06-15 16:06:19"
"work_ebc4e08f9580b61c68870177","person_e6e03a52b7d86f0af8eb8116","Pharmacokinetic and Pharmacodynamic Modelling of Arterial Haemodynamic Effects of Terazosin in Healthy Volunteers","journal-article","Clinical Drug Investigation","2008",1,"[""Miguel Ángel Campanero"", ""Belén Sádaba"", ""Maria José Muñoz-Juarez"", ""Emilio García Quetglas"", ""José Ramón Azanza Perea""]","openalex+crossref","https://openalex.org/W1994761892","2026-06-15 16:07:34"
"work_104af9b6d3670772de8ef8f9","person_e6e03a52b7d86f0af8eb8116","Efectos adversos e interacciones de los nuevos antibióticos activos frente a cocos grampositivos","journal-article","Enfermedades Infecciosas y Microbiología Clínica","2008-01",1,"[""José Ramón Azanza Perea"", ""E. García-Quetglás"", ""Belén Sádaba""]","openalex+crossref","https://openalex.org/W2074740871","2026-06-15 16:07:34"
"work_1f8c6e59b3e9707f86b96291","person_e6e03a52b7d86f0af8eb8116","Recomendaciones del tratamiento antifúngico en pacientes con bajo grado de inmunosupresión","article","Revista española de quimioterapia. Suplemento","2008-01-01",7,"[""José Ángel García Rodríguez"", ""José Barberán"", ""Josep Mensa Pueyo"", ""Cristina Fariñas"", ""Pedro Llinares Modéjar"", ""Ricardo Serrano"", ""Rosario Menéndez"", ""Carlos Agustı́"", ""M Gobernado"", ""José Ramón Azanza Perea""]","openalex","https://openalex.org/W45162501","2026-06-15 16:06:49"
"work_3d00fab71cc1058d83a34553","person_e6e03a52b7d86f0af8eb8116","Disseminated Nocardia asteroides infection presenting as an atraumatic leg fracture in a liver transplant recipient","journal-article","Liver Transplantation","2008-02",8,"[""José Luís del Pozo"", ""J.I. Herrero"", ""Andrea Manubens"", ""E. García-Quetglás"", ""José Ramón Yuste"", ""Matías Alfonso"", ""José Leiva"", ""Jorge Quiroga"", ""José Ramón Azanza Perea""]","openalex+crossref","https://openalex.org/W2019231728","2026-06-15 16:06:48"
"work_6b40a30378bb245d44e11cba","person_e6e03a52b7d86f0af8eb8116","Update on bacterial pathogens: virulence and resistance","journal-article","Enfermedades Infecciosas y Microbiología Clínica","2008-04",4,"[""Emilia Cercenado"", ""Javier Garau"", ""Benito Almirante"", ""José Ramón Azanza Perea"", ""Rafael Cantón"", ""R Cisterna"", ""José María Eirós Bouza"", ""Carmen Fariñas"", ""Jesús Fortün"", ""Francisco Gudiol"", ""José Mensa"", ""Jerónimo Pachón"", ""Álvaro Pascual"", ""José Luís Pérez"", ""Alejandro Rodríguez"", ""Miguel Sánchez"", ""Jordi Vilà""]","openalex+crossref","https://openalex.org/W2072928872","2026-06-15 16:07:04"
"work_ee3d38565c8eb07fd7536f6a","person_e6e03a52b7d86f0af8eb8116","Actualización en patógenos bacterianos: virulencia y resistencia","article","","2008-04-15",1,"[""Emilia Cercenado"", ""Javier Garau"", ""Benito Almirante"", ""José Ramón Azanza Perea"", ""Rafael Cantón"", ""R Cisterna"", ""José María Eirós Bouza"", ""Carmen Fariñas"", ""Jesús Fortün"", ""Francisco Gudiol"", ""José Mensa"", ""Jerónimo Pachón"", ""Álvaro Pascual"", ""José Luis Pérez"", ""Alejandro Rodríguez"", ""Miguel Sánchez"", ""Jordi Vilà""]","openalex","https://openalex.org/W1663314692","2026-06-15 16:07:32"
"work_34d61f8cca96e593d6c99db6","person_e6e03a52b7d86f0af8eb8116","Nuevas estrategias terapéuticas en el tratamiento del mieloma múltiple. Análisis de su eficacia y coste-efectividad","journal-article","Medicina Clínica","2008-05",4,"[""Emilio García Quetglas"", ""José Ramón Azanza Perea"", ""Ramón Lecumberri Villamediana""]","openalex+crossref","https://openalex.org/W2133963666","2026-06-15 16:07:06"
"work_bf93288e756b56b82833e5ca","person_e6e03a52b7d86f0af8eb8116","Granulicatella adiacens breast implant-associated infection","journal-article","Diagnostic Microbiology and Infectious Disease","2008-05",23,"[""José Luís del Pozo"", ""E. García-Quetglás"", ""Silvia Hernáez"", ""Alicia Serrera"", ""Marta Alonso"", ""Luis Pina"", ""José Leiva"", ""José Ramón Azanza Perea""]","openalex+crossref","https://openalex.org/W2145796972","2026-06-15 16:06:17"
"work_6f0361785ad4822bad99f9ba","person_e6e03a52b7d86f0af8eb8116","Tenofovir: farmacología e interacciones","journal-article","Enfermedades Infecciosas y Microbiología Clínica","2008-06",4,"[""José Ramón Azanza Perea"", ""Emilio García Quetglas"", ""Belén Sádaba"", ""Almudena Gómez-Giu""]","openalex+crossref","https://openalex.org/W1974842490","2026-06-15 16:07:03"
"work_7914b7880105582481885710","person_e6e03a52b7d86f0af8eb8116","Absceso intraabdominal posquirúrgico con bacteriemia por Propionibacterium acnes","journal-article","Enfermedades Infecciosas y Microbiología Clínica","2008-09",1,"[""José Luís del Pozo"", ""Andrea Manubens"", ""E. García-Quetglás"", ""José Ramón Azanza Perea""]","openalex+crossref","https://openalex.org/W2050440762","2026-06-15 16:07:20"
